x,y,timestamp
899.194100337736,498.36178004744306,1760544262.0588512
901.4834675116309,508.8329304832267,1760544262.062176
905.0790219072012,517.7984496656295,1760544262.1315382
912.6685206539596,527.9329391516111,1760544262.1826198
920.4975100661472,533.6920623401461,1760544262.2306647
926.4471711304569,539.3678279064795,1760544262.2876346
930.4262982155474,544.6967443660051,1760544262.3337977
933.8636900232921,549.7542555462127,1760544262.3781884
940.7353292285624,554.7966755947143,1760544262.4225338
940.8527121402424,551.0117895173222,1760544262.466177
948.6598748372923,558.674432364514,1760544262.5102868
955.3299191991193,565.8604431696796,1760544262.554912
961.5001454592737,572.062676947054,1760544262.6172981
967.6266851452651,575.0098743275447,1760544262.667995
972.6610201941716,577.1353746049929,1760544262.7149634
977.0065157352885,581.0718123709341,1760544262.7609134
981.2116045231801,583.9580259007469,1760544262.8060393
983.4627957499947,586.114959348191,1760544262.8539665
986.2409084869255,587.5075608208429,1760544262.9018595
988.1790389009772,589.5209546965607,1760544262.9487417
988.4242441773084,590.3912653335149,1760544262.9952397
988.3009951523414,590.2604388172273,1760544263.0436876
987.6630499153714,589.9288939510984,1760544263.095334
986.1667742382627,589.6290811524981,1760544263.1426308
985.1117285467951,588.787090618841,1760544263.190793
983.3906206962919,586.9551358731859,1760544263.2369864
981.5143538320544,585.7714213717248,1760544263.2843158
980.2066247696534,584.1657962477091,1760544263.3624163
979.9379893296596,582.846451289355,1760544263.4071138
978.7284185333048,585.0029761673775,1760544263.456455
976.7637151595657,586.0087995153888,1760544263.5017664
975.9371631273655,586.8957167106822,1760544263.5578372
976.5067545085506,586.9986293582963,1760544263.6070874
977.3611263542981,586.9410434569073,1760544263.6546628
978.8931579844366,588.5449742806971,1760544263.699852
979.1744281906548,587.5549432200177,1760544263.7454865
977.6368645865233,588.1978806041826,1760544263.790671
978.6815283903713,590.6127911693991,1760544263.8349335
979.1409831128358,592.2952019324948,1760544263.887823
980.5372123927118,591.7341150764221,1760544263.9334762
967.0269459892227,591.7064724320462,1760544263.979892
955.8336277062942,593.5737027914365,1760544264.028099
947.7537697264536,595.351214339836,1760544264.0770955
940.4546041789016,596.6001816400191,1760544264.1438525
935.2940408471146,598.676905281408,1760544264.2027705
931.3602574659149,600.5532773698212,1760544264.262294
928.2757420804594,601.3653786427153,1760544264.3214219
925.8780614196328,602.578697126921,1760544264.3806396
924.1837743999575,603.3774323227042,1760544264.4399145
923.4325809183895,603.9741304078692,1760544264.4987602
