x,y,timestamp
957.4614909912821,543.7657557806103,1760505583.0138838
956.5446099412784,544.5237476364423,1760505583.0184712
956.4996203694594,546.6127279386056,1760505583.0869012
957.2243751367569,548.759312432077,1760505583.1164768
958.2214843924296,550.0477454324972,1760505583.1454663
959.2436240045155,551.0167627202933,1760505583.174286
959.5072732694177,551.5412868437254,1760505583.2036254
959.6955504821007,552.1033920625922,1760505583.232772
959.4152133341786,551.9418492924051,1760505583.2655838
959.9836355110929,552.429455996424,1760505583.2984295
960.6012394635618,553.2200052268267,1760505583.3293862
961.3896219419432,553.5657991033364,1760505583.361815
961.8403718699609,553.7850001225129,1760505583.3942761
961.5734449569062,554.3308565433229,1760505583.426465
961.4653599694311,554.7860475393458,1760505583.4582324
961.2439554560136,554.5938648869453,1760505583.5110605
961.1002669038735,554.7186954251813,1760505583.538586
961.5154552223175,555.3415945237388,1760505583.575419
961.9108260919165,555.9074675135223,1760505583.601716
962.409947494627,556.4847752803491,1760505583.6341977
962.6766762574202,557.2360135836543,1760505583.6663034
963.0628253809363,557.9186570583297,1760505583.697518
963.2002969258427,558.74660777557,1760505583.7309809
963.7404865641117,559.4307823142061,1760505583.7619271
963.7199649348831,559.7225433318337,1760505583.7935238
963.6398757565003,560.0891186498419,1760505583.8265674
963.6982043161377,560.1125913065923,1760505583.876822
963.8040956794727,559.9334934554302,1760505583.9062383
964.0966334771718,559.6542898815317,1760505583.936384
964.25887416455,559.6075627646003,1760505583.9762478
964.5524850738275,558.814114176524,1760505584.00757
965.5995808324994,557.9170628255941,1760505584.0443304
966.689503533187,557.2038651042253,1760505584.076289
967.6812170843621,556.644183391974,1760505584.107194
968.7066557963959,556.064211459673,1760505584.138515
969.695463797273,555.4885273708634,1760505584.1678894
970.7244618581309,555.0349014865344,1760505584.1993797
971.7167643107234,554.6537878884462,1760505584.2436473
972.5981551009224,554.3402422248195,1760505584.272506
973.3580895104255,554.2157240532931,1760505584.306247
974.1074677020905,554.0885948676345,1760505584.3363383
974.8115112710475,554.0779193511388,1760505584.375561
975.4605005207443,554.3045229809111,1760505584.4017825
976.063444361908,554.1021510995727,1760505584.4339783
976.5951646692138,554.1013986140331,1760505584.466076
977.1424769502148,554.4892121529452,1760505584.4980035
977.7403121265781,554.6211548786061,1760505584.5299506
978.0214000918875,554.7791992935099,1760505584.5773687
978.1319882375724,555.0087842394954,1760505584.6093445
978.275512465058,555.1876670400338,1760505584.6423268
978.220873839234,555.3808709367146,1760505584.67336
977.6457786612309,555.4979462610904,1760505584.7054052
977.181234745391,555.7128345479349,1760505584.7386765
976.8671557650628,556.0937783805355,1760505584.7760448
977.2253286159565,556.4135725091159,1760505584.801839
977.4593034201089,556.5966294916677,1760505584.8344054
978.0585560173371,556.6450037886467,1760505584.8665006
978.7025577044947,557.2126583043548,1760505584.898885
979.5178567104708,557.7686129716088,1760505584.9449685
980.531729216033,558.5139992640059,1760505584.9775946
980.8436817126701,559.2092707002672,1760505585.010373
980.6163027920111,559.8665620680263,1760505585.0447683
980.3650393039213,560.3110108848898,1760505585.0758808
980.0093532204809,560.7372486493181,1760505585.106333
979.5788082599785,561.2137247007045,1760505585.1382551
979.1982028579828,561.6825642332199,1760505585.1748438
978.7483327941986,562.1649722850134,1760505585.204974
978.3362150634839,562.4942092733232,1760505585.2336202
977.9315086718809,562.4893615592836,1760505585.2658212
977.3883587929736,562.5110937396144,1760505585.313601
976.2296811750039,562.6434086830977,1760505585.3454976
974.7975632993781,562.4840262628844,1760505585.3773193
973.0868299363774,562.29681573687,1760505585.4094079
970.5542295741019,562.1630629410585,1760505585.4415872
967.4059202803753,562.2199034778467,1760505585.4743896
964.6871873961753,562.2639843057149,1760505585.5045965
962.0649720849091,562.375542913322,1760505585.5425332
959.6317628241773,562.5672067915951,1760505585.5695148
957.2938135796544,562.7763606481199,1760505585.6044986
