x,y,timestamp
929.1177748681746,485.46249749207465,1760536514.5589893
933.024019496263,496.6692028646497,1760536514.560979
938.1532298006368,511.70291689659183,1760536514.618948
941.8500171851867,524.4612994446796,1760536514.6873271
944.3477108543523,534.1681477963992,1760536514.7478
946.875497810877,542.5531516024492,1760536514.7907724
951.1270433092454,549.9521183204013,1760536514.835408
955.3771911647711,558.4449891485731,1760536514.8788724
958.1873103320141,565.0422402006949,1760536514.939132
959.2808313630344,561.4817290626337,1760536514.9817548
961.8252882751741,572.3025833624034,1760536515.0254242
965.0655371741352,582.1645175671599,1760536515.0700812
967.7869941132755,589.0183822372517,1760536515.1280034
970.6640471888217,594.9709621892787,1760536515.173571
972.2366942427492,600.9108710035264,1760536515.2230048
973.3001413186889,605.4328113038771,1760536515.2749808
972.4649140657601,608.3585776836779,1760536515.32282
971.7066891046592,611.1748548830546,1760536515.3701363
972.9669033000102,614.1437353997089,1760536515.4217606
973.8247665381039,615.5280425471474,1760536515.47193
970.1853680237003,614.8999150445801,1760536515.519147
968.8494572822797,613.8225034453624,1760536515.5657666
967.5496603597726,611.8362117549913,1760536515.6140692
969.3063932693312,610.5755460911361,1760536515.6592362
970.8046798171157,608.6925216608474,1760536515.7078836
970.9132422610041,607.1230856450403,1760536515.7572706
971.3829283622739,605.7629268344268,1760536515.8046756
963.6617495397295,605.168501691739,1760536515.851439
958.1593843579756,605.1823435697885,1760536515.8978505
954.5890747136089,606.06303967306,1760536515.9460094
952.0115448187082,605.5580740108735,1760536515.990935
950.5312996072141,605.9732377288826,1760536516.046421
950.3030812365458,606.9273772104774,1760536516.0943565
950.6462204472241,608.0014339182486,1760536516.1466854
951.4337486415307,608.9153150600196,1760536516.2177863
951.7296935525628,610.2518285005165,1760536516.2627766
951.8888633734301,611.3609306872984,1760536516.309302
951.4534631501099,612.6048826007132,1760536516.3551812
951.1745697605613,614.5243316026981,1760536516.400932
950.4637822615225,615.5560584562049,1760536516.4454498
947.9772933924489,615.9542884584537,1760536516.490527
945.8108714348413,616.4851909813619,1760536516.554439
944.1845654603322,617.5876239062093,1760536516.5966203
942.7883172059919,619.4026761365769,1760536516.6441584
945.2439599948032,620.7796993679901,1760536516.6912434
947.3167843306769,621.9938935544999,1760536516.7417538
951.1372797099355,624.7265111674094,1760536516.7897956
954.46897630022,627.6152885983462,1760536516.8392434
956.3779167869691,629.3695748095364,1760536516.8927524
959.5981269377506,631.3746390556114,1760536516.9462545
960.7645513661009,632.8795301761726,1760536517.0010593
962.4962341433461,634.3211706675669,1760536517.0526824
962.7777867298087,635.73572887672,1760536517.102587
963.7954824656658,637.1727820179925,1760536517.1507893
965.285015069233,638.5596370133501,1760536517.1991663
965.4292842408236,639.2320273302314,1760536517.2435315
963.2000342113531,640.1864956064875,1760536517.2907834
961.4845202670238,640.8225138985002,1760536517.3397164
956.5876006899271,639.3897063182072,1760536517.3847425
952.8209498189244,638.8215743647603,1760536517.432226
950.2680809596701,637.6383736818098,1760536517.4839158
945.0122328122352,636.2192732266944,1760536517.5363538
942.1989842962352,634.8170013454192,1760536517.5867898
942.1055016351634,632.5070640318431,1760536517.632861
942.2294321438142,630.8973813764043,1760536517.677219
941.9211837745509,629.7635263394341,1760536517.7547119
947.1559832736743,630.0962151559914,1760536517.8083267
950.787142862129,631.1245738196068,1760536517.8641331
953.3453758367922,632.7039003492648,1760536517.9149451
955.1839682708916,633.3665567885662,1760536517.9608102
956.7364062417378,633.9652274412504,1760536518.010411
957.956525526573,635.2234261816682,1760536518.0539978
958.4299470493,635.9080261243372,1760536518.1039026
958.6354272149092,636.234168067597,1760536518.149701
959.0882049371909,636.3952586483761,1760536518.1959207
961.0652475648485,635.7211180196571,1760536518.242138
960.7758579798367,637.5399253046176,1760536518.289761
961.2310341488301,638.4244812716386,1760536518.347761
961.1874915244351,638.2390326227702,1760536518.3954818
962.0136565016269,637.4725568132819,1760536518.4407153
961.5389054731866,636.6863959230171,1760536518.48821
961.1469835187889,636.3256371838768,1760536518.5333133
956.133637558207,635.6054200908513,1760536518.5787446
951.404557568738,633.9648191817048,1760536518.62479
948.369836551291,632.0859856248671,1760536518.6826785
946.8926614522901,634.2410109884296,1760536518.726829
947.8901637668704,633.9893436789306,1760536518.775164
946.579108535916,633.1405842058451,1760536518.8227515
945.1578341101902,631.8243055280307,1760536518.8691092
943.57655416116,631.676211524876,1760536518.914428
943.863448150897,631.537648652203,1760536518.9600132
943.7565004808439,630.5756940542587,1760536519.018366
943.2755914947522,631.4388947024327,1760536519.064793
942.7560680264313,631.8373990367385,1760536519.111858
942.1167563521348,631.0867217463724,1760536519.1572514
940.8085643304721,630.0411491542134,1760536519.201579
941.5400504180991,629.7480454490753,1760536519.24571
